ID	CANONICAL_SMILES	Ki_nM
3703	NC(=N)c1cccc(c1)C2=NOC(Cn3cnnn3)(C2)C(=O)Nc4ncc(cn4)c5ccccc5S(=O)(=O)N	3000
1819	CS(=O)(=O)c1ccccc1C(F)(F)CNc2ccc(C#N)c(CC(=O)NCCONC(=N)N)c2F	0.65
505	CC(C)(C)OC(=O)N[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)NCC#Cc3c[nH]cn3	1200
1873	NC(=N)NCCC[C@H](NC(=O)[C@@H]1CC[C@@H]2CC[C@@](N)(Cc3ccccc3)C(=O)N12)C(=O)c4nc5ccccc5s4	0.85
3167	Cc1ccc(cc1)S(=O)(=O)NN=C(N)N	270
2737	CC1(C)[C@@H]2C[C@H]3OB(O[C@@]3(C)[C@H]1C2)[C@H](CCCCN)NC(=O)Cn4nc(Cc5ccccc5)nc4Cc6ccccc6	41
72	C[C@@H]1CCN([C@H](C1)C(=O)O)C(=O)[C@H](CCCNC(N)N)NS(=O)(=O)c2cccc3CC(C)CNc23	19
4047	CS(=O)(=O)c1ccccc1c2ccc(NC(=O)c3cc(nn3c4cccc(CN)c4)C(F)(F)F)c(F)c2	6000
2275	Cn1nnnc1C(=O)C(NC(=O)[C@@H]2CC[C@H]3CN(CC(=O)N23)S(=O)(=O)Cc4ccccc4)[C@@H]5CC[C@@H](N)CC5	5
2663	CC1=CC=C(NS(=O)(=O)c2ccc(C)cc2)C(=O)N1CC(=O)NCC3CCN(CC3)C(=N)N	29
328	NC(=N)c1ccc2[nH]c(cc2c1)c3cccc(c3O)c4ccccc4	320
2584	NC(=N)c1ccc(CC(=O)CN2CCCC[C@H](NS(=O)(=O)Cc3ccccc3)C2=O)cc1	19.4
4478	Cc1ccc(NC(=O)c2sc3ccccc3c2C)c(c1)C(=O)Nc4ccc(F)cc4	5000
4284	Nc1cc(ccc1Cl)C2=NOC(Cn3cnnn3)(C2)C(=O)Nc4ccc(cn4)c5ccccc5S(=O)(=O)N	19000
2390	CC1=CN=C(NCCc2ccccc2)C(=O)N1CC(=O)NCc3ccc(N)nc3	8.3
4266	COc1cc(CO)c(OCc2ccccc2)cc1Cc3cc(OC)c(Cc4cc(OC)c(Cc5cc(OC)c(Cc6cc(OC)c(Cc7cc(O)ccc7OCC(=O)O)cc6OCc8ccccc8)cc5OCC(=O)O)cc4OCc9ccccc9)cc3OCC(=O)O	15000
1882	COc1cc(Cc2c(sc3cc(O)ccc23)c4ccc(NC(=O)CN5CCS(=O)(=O)CC5)cc4)ccc1CN6CCCC6	0.9
1260	CC(C)(C)OC(=O)N[C@H](CO)C(=O)NCC(=O)NCc1ccc(cc1)C(=N)N	170000
2191	CCOC(=O)CN[C@H](CCc1ccc(O)cc1)C(=O)N2CCC[C@H]2C(=O)NCc3cc(Cl)ccc3CN	3.6
4555	COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c3scc(CN)c3Cl	5000
3157	NC(=N)c1ccc2[nH]c(Cc3ccccc3)cc2c1	260
646	NC(=N)c1cccc(c1)C(=O)N[C@@H](C(=O)NCCc2ccccc2)c3ccccc3	3100
1096	CCCC(NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c3cnccn3)C(C)C)C(C)(C)C)C(=O)C(=O)NC4CC4	50000
823	NC(=N)c1ccc(NC(C(=O)O)c2cc(O[C@@H]3CCOC3)cc(c2)C#C)cc1	8800
3212	CC1=CN=C(NCCc2ccc3OCCc3c2)C(=O)N1CC(=O)NCc4cnc(N)nc4C	323.8
133	CCOc1cc(ccc1OCc2ccccc2)C(Nc3ccc(cc3)C(=N)N)C(=O)NCc4ccccc4	48
4298	COc1ccc(cc1)n2nc(cc2C(=O)Cc3ccc(cc3F)c4ccccc4S(=O)(=O)N)C(F)(F)F	21000
2539	NCc1ccc(Cl)cc1CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](CCc3cccc[n+]3[O-])NCC(=O)O	17.3
2026	CN([C@@H](CCC(=O)O)C(=O)N1CCCC[C@H]1CCOC2CCN(CC2)C(=N)N)C3CCCCC3	1.8
2125	N[C@@H](C1CCCCC1)C(=O)N2CCC[C@H]2C(=O)NCC3CCC(N)CC3	3
2674	CC1(C)[C@@H]2C[C@H]3OB(O[C@@]3(C)[C@H]1C2)[C@H](CCCCN)NC(=O)Cn4ncnc4Cc5ccccc5	31
4462	CC(=O)N1CCN(Cc2csc(C(=O)Nc3ccc(Cl)cc3C(=O)Nc4ccc(Cl)cc4)c2Cl)CC1	4400
1423	CCCCN1CCC[C@H]1C(=O)NCc2cccc(Cl)c2	1240000
1994	CC(C)CN(CC(C)C)C(=O)c1cc(C)cc(OCCc2cc(Cl)ccc2OCC(=O)NC3CCCNC3)c1	1.6
3557	COc1cccc(Oc2nc(Oc3cccc(c3)C(=N)N)c(F)c(C)c2F)c1	1800
2556	CN[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCN=C(N)N)C=O	18
1878	N\C=N\CCCC(NC(=O)CN(CCc1ccccc1)C(=O)CCc2ccccc2)B(O)O	0.89
4473	COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c3scc(CN4CCOCC4)c3Cl	1400
4043	Nc1cc(ccc1Cl)C2=NOC(CNS(=O)(=O)N)(C2)C(=O)Nc3ccc(cn3)c4ccccc4S(=O)(=O)N	5900
4522	Cc1ccc(NC(=O)c2sc3ccccc3c2Cl)c(c1)C(=O)Nc4cccnc4	5000
158	CC1CNc2c(C1)cccc2S(=O)(=O)NC(CCCN=C(N)N)C(=O)N3CCC(CCNC(=O)C)CC3	66
416	COC(=O)CCCC1CCN(CC1)C(=O)[C@H](Cc2cccc(c2)C(=N)N)NS(=O)(=O)c3cccc(NC(=O)CCN)c3	600
2796	NC(=N)N1CCC[C@@H](C[C@H](NC(=O)CN2[C@H](Cc3ccccc3)C(=O)N(CCCc4ccccc4)CC2=O)C(=O)c5nccs5)C1	55
2172	COC(=O)CC(=O)N(Cc1ccccc1)c2ccc3N(C)C(=O)C(Cc4ccc(cc4)C(=N)N)Oc3c2	3.4
3898	N[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)NCc3ccccc3	4600
183	CC1(C)CNc2c(C1)cccc2S(=O)(=O)N[C@@H](Cc3nc4ccccc4s3)C(=O)N5CCC(CCCl)CC5	93
1227	NC(=N)c1ccc(CNC(=O)N2CCN(CC2)C(=O)O[C@@H]3CCC[C@@H](CCC3)OC(=O)N4CCN(CC4)C(=O)NCCC5CCNCC5)cc1	111000
4397	NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)c2noc(Cc3ccc(cc3)C(=O)NC4Cc5ccccc5C4)n2	48000
1670	CC1=CN=C(NCCc2ccccn2)C(=O)N1CC(=O)NCc3ccc(N)nc3C	0.27
2587	NC(=N)NCCC[C@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CCc3ccccc3)NC(=O)CCCCCCCNC(=O)C1=O	20
321	O=S(=O)(Nc1cccc(OCCNc2ccncc2)c1)c3ccccc3	316
947	NC(=N)c1cccc(c1)C(=O)N[C@@H](C(=O)N2CCN(CC2)c3ccncc3)c4ccccc4	17800
2610	NCc1ccc(Cl)cc1CN=C(O)[C@@H]2CCCN2C(=O)c3cc(c[nH]3)c4ccccn4	22
3801	Cn1ccnc1c2ccc(cc2)S(=O)(=O)N[C@H]3CCN(Cc4cccc(c4)C(=N)N)C3=O	4000
1547	[O-][n+]1ccccc1C(F)(F)CNC2=NC=C(Cl)N(CC(=O)NCc3ccccc3n4cnnn4)C2=O	0.05
2337	CN(C1CCCC1)C(=O)[C@H](Cc2ccc(cc2)C(=N)N)NS(=O)(=O)c3ccc4ccccc4c3	6.8
641	NC(=N)NCCC[C@H](NC(=O)[C@@H](CC1CCCCC1)NCCC(=O)O)C(=O)NCc2ccc(cc2)C(=N)N	3000
2578	C[C@@H]1CCN([C@H](C1)C(=O)O)C(=O)[C@H](CCCNC(=N)N)NS(=O)(=O)c2cccc3CC(C)CNc23	19
1665	Cl.Cc1ccccc1Cc2cccc(c2)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCCN)B4O[C@@H]5C[C@@H]6C[C@@H](C6(C)C)[C@]5(C)O4	0.25
810	CCOC(=O)C(Oc1ccc2CCN(Cc2c1)C(=N)N)c3ccc(OC4CCN(CC4)C(=N)N)cc3	8000
4501	COCCN(Cc1csc(C(=O)Nc2c(OC)cc(Cl)cc2C(=O)Nc3ccc(Cl)cn3)c1Cl)C4=NCCO4	2000
3151	NC(=O)N1CCC(CC1)Oc2ccc(NC\C=C\c3cc(ccc3O)C(=N)N)cc2C(F)(F)F	250
1668	[O-][n+]1ccccc1C(F)(F)CNC2=NC=C(Cl)N(CC(=O)NCc3cccc(Cl)c3)C2=O	0.26
3385	NC(=N)c1cccc(Cn2c(cc3c(O)cccc23)C(=O)NCc4cc(Cl)cc(Cl)c4)c1	771
2085	NC(=N)NCCC[C@H](NC(=O)[C@@H]1CCN2CC[C@@](N)(Cc3ccccc3)C(=O)N12)C(=O)c4nccs4	2.4
526	COc1cc(CNc2ccc(cc2)C(=N)N)c(NS(=O)(=O)C)cc1OCc3ccccc3	1400
3174	Nc1noc2ccc(cc12)n3nc(c4CCN(C(=O)c34)c5ccc(cc5)c6ccccc6CN7CCNCC7)C(F)(F)F	280
1965	CC1=CC=C(NS(=O)(=O)Cc2ccccc2)C(=O)N1CC(=O)NCc3ccccc3n4cnnn4	1.4
4327	Nc1cc(ccc1Cl)C2=NOC(CNS(=O)(=O)c3ccsc3)(C2)C(=O)Nc4ccc(cn4)c5ccccc5S(=O)(=O)N	21000
127	CN(C)C(=O)Cc1cc(Br)c(O)c(c1)c2[nH]c3ccc(cc3c2Cc4ccccc4)C(=N)N	43
2463	N[C@H](C(c1ccccc1)c2ccccc2)C(=O)N3CCC[C@H]3C(=O)NCc4ccc(N)nc4	12
736	CC(C)c1cc(C(C)C)c(c(c1)C(C)C)S(=O)(=O)N[C@@H](Cc2cccc(c2)C(=N)N)C(=O)N3CCN(CC3)C(=O)C4CCN(CC4)C(=N)N	5000
3468	COC(=O)C1C\C(=C\c2ccc(cc2)C(=N)N)\C(=O)\C(=C/c3ccc(cc3)C(=N)N)\C1	1100
3144	COCCOCOc1cc(Cc2cc(OC)c(Cc3cc(OC)c(Cc4cc(OC)c(Cc5cc(OC)c(Cc6cc(OC)ccc6OCC(=O)O)cc5OCOCCOC)cc4OCC(=O)O)cc3OCOCCOC)cc2OCC(=O)O)c(OC)cc1C	240
3774	COC(=O)CC1(CC(=NO1)c2cccc(c2)C(=N)N)C(=O)Nc3ccc(cn3)c4ccccc4S(=O)(=O)N.OC(=O)C(F)(F)F	3900
2637	NC(=N)NCCCC(NC(=O)[C@@H]1CC[C@H]2CN(CC(=O)N12)C(=O)c3ccccc3)C(=O)c4nccs4	25
96	CC1(C)CNc2c(C1)cccc2S(=O)(=O)NC(Cc3nc4ccccc4s3)C(=O)N5CCC(CCF)CC5	28
454	CN(C)Cc1ccccc1c2ccc(cc2)N3CCc4c(C3=O)n(nc4C(F)(F)F)c5cccc(c5)C(=O)N	780
3899	COc1ccc(cc1)n2nc(NC(=O)OC(C)(C)C)c3CCN(C(=O)c23)c4ccc(cc4)c5ccccc5CN6CC[C@@H](O)C6	4600
1138	COc1cc2[nH]c(cc2cc1C(=N)N)c3cccc(c3O)c4ccccc4	75000
131	Cl.NC(=N)N1CCCC(CNC(=O)[C@@H](Cc2ccccc2)NS(=O)(=O)c3ccc4ccccc4c3)C1	47
352	Cc1cc(OCC(F)(F)CON=C(N)N)cc(OS(=O)(=O)c2ccccc2S(=O)(=O)C)c1	364
3247	CC1(C)CCN([C@@H]1C(=O)N[C@@H](CCCCN)C(=O)C(=O)O)C(=O)[C@@H](CC2CCCCC2)NCC(=O)O	376
199	CC1CCN(CC1)C(=O)[C@H](Cc2cccc(c2)C(=N)N)NS(=O)(=O)c3cccc(NC(=O)CCN)c3	110
2444	Nc1ccc(CNC(=O)Cc2c(F)c(NCC(F)(F)c3ccccn3)ccc2C#N)cn1	11
1248	NC(=N)c1ccc2[nH]c(Cc3ccccn3)nc2c1	150000
4464	Fc1ccc(C(=O)Nc2ccc(Cl)cc2)c(NC(=O)c3sc4ccccc4c3Cl)c1	5000
49	Cc1cc(OCCCON=C(N)N)cc(c1)C(=O)N(CC2CC2)Cc3cocc3	11
663	CCOC(=O)C[C@H](NC(=O)c1ccc2N(C)C(=O)C(OCc3ccc(cc3)C(=N)N)Oc2c1)c4ccccc4	3700
1650	ClC1=CN=C2N[C@@H](Cc3ccccc3)CNCCCCOc4ccc(Cl)cc4CNC(=O)CN1C2=O	0.2
2965	CC(C)(CNc1ccc(Cl)c(CC(=O)NCCONC(=N)N)c1F)c2cccnc2	128
2864	Cc1nc(sc1C(=O)O)C(=O)[C@@H](NC(=O)[C@@H]2CC[C@H]3CN(CC(=O)N23)S(=O)(=O)Cc4ccccc4)[C@@H]5CC[C@@H](N)CC5	80
1652	CC1=CC2=C(NC(=O)[C@H](CC3CC3)C2)C(=O)N1CC(=O)NCc4ccc(N)nc4C	0.21
2741	CCCCCCCCC(NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc2ccccc2)NC(=O)OCc3ccccc3)B4O[C@@H]5CC6CC(C6(C)C)[C@]5(C)O4	43
3400	NCc1ccc(Cl)cc1CNC(=O)[C@H](CO)NC(=O)[C@@H](CCc2cccc[n+]2[O-])NS(=O)(=O)Cc3ccccc3	860
1743	Cc1cc(C)cc(c1)C(C)(C)CN(CC(=O)NC(CCCCN)B(O)O)C(=O)CCc2ccccc2	0.41
1615	CN[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)NC(CCCN=C(N)N)C(=O)c3nc4ccc(OC)cc4s3	0.14
3533	NC(=N)c1cccc(c1)C(=O)N[C@@H](C(=O)N2CCN(CC2)c3ccc(Cl)cc3)c4ccccc4	1600
521	Cc1ccc2ccc(cc2c1)S(=O)(=O)N[C@H]3CCN(Cc4cccc(c4)C(=N)N)C3=O	1340
2022	N[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2CC(=O)NCc3cc(Cl)ccc3n4cncn4	1.8
2776	CC1=CC=C(NS(=O)(=O)Cc2ccccc2)C(=O)N1CC(=O)NCc3ccc(CN)cc3	49
3363	CC(CN(C1CCN(CC1)C(=N)C)c2ccc3nc(C)n(Cc4ccc5ccc(cc5c4)C(=N)N)c3c2)C(=O)O	650
4020	CCCNC1=CN=C2N([C@@H](CC2(CC)CC)C(=O)NCc3ccc(cc3)C(=N)N)C1=O	5200
4376	CC(C)Oc1cc(NC(=O)c2ccc3cc(ccc3c2)C(=N)N)cc(OC4CCCC4)c1	21600
1386	CC(=N)N1CCC(CNC(=O)N2CCN(CC2)C(=O)O[C@@H]3CCC[C@@H](CCC3)OC(=O)N4CCN(CC4)C(=O)NCC5CCN(CC5)C(=N)C)CC1	1000000
401	COc1cc([C@@H](Nc2ccc(cc2)C(=N)N)C(=O)N[C@H](C(=O)O)c3ccccc3)c(cc1OCc4ccccc4)S(=O)(=O)c5ccccc5	540
2698	CC1=CC=C(NS(=O)(=O)Cc2ccccc2)C(=O)N1CC(=O)NCCCc3c[nH]cn3	34
1974	COc1ccc(C#N)c(CNC(=O)CN2C(=CN=C(NCCc3ccccn3)C2=O)Cl)c1	1.5
1637	[O-][n+]1ccccc1C(F)(F)CNC2=NC=C(Cl)N(CC(=O)NCc3cccc(Br)c3)C2=O	0.19
3569	NC(=N)c1cccc(c1)c2noc(CO)c2C(=O)Nc3ccc(cc3)c4ccccc4S(=O)(=O)N	1900
4506	Cc1ccc(NC(=O)c2ccc3ccccc3c2)c(c1)C(=O)Nc4ccc(Cl)cc4	5000
734	CCCC(=O)N1CCC[C@H]1C(=O)NCc2ccc(cc2)C(=N)N.CC(=O)O	5000
4588	CC[C@@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CC(=O)N)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN(C)CC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]3CCCN3C(=O)[C@H](N)CC4CCCCC4)C(=O)N5CCC[C@H]5C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC6CCCCC6)C(=O)N[C@H](CCC(=O)O)C(=O)O	0.00087
4139	C[N+](C)(C)c1ccc(CNC(=O)c2cc3c(O)cccc3n2Cc4cccc(c4)C(=N)N)cc1.[O-]C(=O)C(F)(F)F	9090
678	NC(=N)c1cccc(CN2CC[C@H](NS(=O)(=O)c3ccc4nc(N)ccc4c3)C2=O)c1	4000
3297	CC(C)OC(=O)CN(CCCc1ccc(cc1)c2ccccc2S(=O)(=O)N)c3cccc(c3)C(=N)N.OC(=O)C(F)(F)F	500
1366	NC(=N)Nc1ccc(CNC(=O)N2CCN(CC2)C(=O)CCCCCCCCC(=O)N3CCN(CC3)C(=O)NCc4ccc(NC(=N)N)cc4)cc1	1000000
1866	N[C@H](C(C1CCCCC1)C2CCCCC2)C(=O)N3CCC[C@H]3C(=O)NCc4ccc(N)nc4	0.82
2263	CNc1ccc(cc1)C#CC[C@H](NS(=O)(=O)c2ccc3CCCCc3c2)C(=O)N(C)C4CCCC4	5
1254	CC(C)CCC(=O)N1CCC[C@H]1C(=O)NCc2cccc(Cl)c2	160000
2309	[O-][n+]1c(NCC(F)(F)c2ccccn2)ccc(Cl)c1CC(=O)NCc3ncccc3F	6
2506	[O-][n+]1ccccc1C(F)(F)CNc2nccc3oc(Cc4cccc(Cl)c4)nc23	15
534	CC1=CC=C(NS(=O)(=O)Cc2ccc(F)cc2)C(=O)N1CC(=O)N[C@H]3CCc4nc(N)sc4C3	1440
4361	Cc1cc(C(=O)Nc2ccc(cc2)c3ccccc3S(=O)(=O)N)n(n1)c4ccccc4	21000
939	NC(=[NH2+])c1ccc(CNC(=O)[C@H](Cc2ccccc2)NS(=O)(=O)c3ccc(cc3)C(=[NH2+])N)cc1.[O-]C(=O)C(F)(F)F.[O-]C(=O)C(F)(F)F	16500
1951	CC1(C)C2C[C@H]3OB(O[C@@]3(C)C1C2)[C@H](CCCN=C(N)N)NC(=O)c4ccc(cc4N)c5ccccc5	1.3
599	N[C@H](Cc1ccc2ccccc2c1)C(=O)N3CCC[C@H]3C(=O)NC(CCCN=C(N)N)C(=O)CCC(=O)N4CCCCC4.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F	2280
4031	NC(=N)c1ccc(CNC(=O)c2cc3cc(N)ccc3n2Cc4cccc(c4)C(=N)N)cc1	5600
1541	NC(=N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@H](Nc3ccccc3)C(c4ccccc4)c5ccccc5)cc1.OC(=O)C(F)(F)F	0.045
3168	COC(=N)NS(=O)(=O)c1ccc(OC)cc1	276
2170	CN[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCN=C(N)N)C(=O)c3nc4CCCCc4s3	3.4
3942	CC(=N)N1CCC(CC1)Oc2ccc3c(c2)ncn3Cc4ccc5ccc(cc5c4)C(=N)N	5000
4400	CC(C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC2CCN(CC2)C(=N)N	50000
1065	NC(=N)c1ccc(cc1)C(=O)NCCOc2cc(ccc2CC(=O)C(=O)O)C(=N)N	38000
715	NC(=N)c1ccc2[nH]cc(C(Cc3ccc(N)cc3)C(=O)Nc4ccc(cc4)n5cnc6ccccc56)c2c1.OC(=O)C(F)(F)F	4200
3403	Cc1cn(C)c(n1)c2cccc(Oc3cc(cc(Oc4cc(ccc4O)C(=N)N)n3)C(=O)O)c2	880
2823	CSCc1nc(Cc2ccccc2)n(CC(=O)N[C@@H](CCCCN)B3O[C@@H]4C[C@@H]5C[C@@H](C5(C)C)[C@]4(C)O3)n1	65
1555	CC(C)(CN(CC(=O)NC(CCCN=C(N)N)B(O)O)C(=O)CCc1ccccc1)c2ccccc2	0.06
901	CC(C)(C)OC(=O)c1ccc(NC(=O)CNS(=O)(=O)c2cccc(c2)C(=[NH2+])N)cc1.[O-]C(=O)C(F)(F)F	13800
82	CCCN(CC1CC1)C(=O)c2cc(Cl)cc(OCCCON=C(N)N)c2	23
853	NC(=N)c1ccc(NC(=O)NCC(=O)NCc2ccc(Cl)c(Cl)c2)cc1	10100
3414	CC(C)(C)OC(=O)N[C@H](C(c1ccccc1)c2ccccc2)C(=O)N3CCC[C@H]3C(=O)NCc4csc(N)n4	900
4168	CCOc1cc(ccc1OC(C)C)C(Nc2ccc3c(N)nccc3c2)C(=O)NCc4cccc(NC(=O)OC)c4	11000
1435	COc1ccc(cc1)C(=O)Nc2ccccn2	2430000
1594	CC1=CN=C(NCC(F)(F)c2ccccc2)C(=O)N1CC(=O)NCc3ccc(N)nc3C	0.1
3001	CC1=CC=C(NS(=O)(=O)Cc2ccccc2)C(=O)N1CC(=O)NC\C=C\c3c[nH]cn3	143
3748	N[C@@H]1CC[C@H](CC1)NC(=O)c2cc(Oc3ccc(cc3)C(=N)N)cc(Oc4ccc(cc4)C(=O)N)c2	3540
2850	NC(=N)N1CCCC(C[C@H](NC(=O)CN2[C@@H](CC3CCCCC3)C(=O)N(CCCc4ccccc4)CC2=O)C(=O)c5nccs5)C1	75
3020	COC(=N)NS(=O)(=O)c1cccc2ccccc12	154
4228	Nc1nccc2cc(N[C@H]3C(=O)NCc4cccc(NC(=O)CCCc5ccc3cc5)c4)ccc12	13000
1120	CC(C)(C)OC(=O)c1cccc(NC(=O)CNS(=O)(=O)c2ccc(cc2)C(=[NH2+])N)c1.[O-]C(=O)C(F)(F)F	64000
2769	NC(=N)NOCCNC(=O)Cc1c(F)c(NCC(F)(F)c2ccccc2)ccc1Cl	47.1
3466	CC1=CC=C(NS(=O)(=O)Cc2ccccc2)C(=O)N1CC(=O)NCc3cnc(N)s3	1100
3724	Clc1ccc2cc(ccc2c1)S(=O)(=O)N[C@H]3CCCN(CC(=O)N4C[C@@H]5C[C@H](C4)C6=CC=CC(=O)N6C5)C3=O	3280
2691	Fc1cccnc1CNC(=O)Cc2c(F)c(NCC(F)(F)c3ccccn3)ccc2C#N	33
3330	NC(=N)c1ccc(Oc2cccc(Oc3ccc(cc3)C(=N)N)n2)cc1	550
1945	CC1=CN=C(NCC(F)(F)c2ccccc2)C(=O)N1CC(=O)NCc3nccc(C)c3F	1.2
2800	CCN(C)Cc1ccccc1c2ccc(cc2)N3CCc4c(C3=O)n(nc4C(F)(F)F)c5ccc6onc(N)c6c5	57
3462	CN(C)C(=O)c1cccc(Oc2nc(Oc3cc(ccc3O)C(=N)N)c(F)c(C)c2F)c1	1100
3411	COCCN(CCCc1ccc(cc1)c2ccccc2S(=O)(=O)N)c3cccc(c3)C(=N)N.OC(=O)C(F)(F)F	900
1567	FC(F)(CNc1cccc2oc(Cc3cc(Cl)ccc3n4cncn4)nc12)c5ccccn5	0.08
2228	NC(=N)NCCCC(NC(=O)[C@@H]1CC[C@H]2CN(CC(=O)N12)C(=O)[C@@H](O)Cc3ccccc3)C(=O)c4nccs4	4.4
688	COc1ccc2ccc(cc2c1)S(=O)(=O)N[C@H]3CCN(Cc4oc(cc4)C(=N)N)C3=O	4000
3045	CC(=O)Nc1ccc(cc1)S(=O)(=O)NN=C(N)N	172
2847	CNC1(CCCCC1)C(=O)N2CCC[C@H]2C(=O)NC(CCCN=C(N)N)C(=O)c3nc4ccccc4s3	73
3436	Cl.C\N=C(\N)/NCCCC(NS(=O)(=O)c1cccc2c(cccc12)N(C)C)C(=O)N3CCCCC3	958
2107	FC(F)(CNC1=NC=CN(CC(=O)NCc2ccccc2n3cnnn3)C1=O)c4ccccn4	2.7
700	COc1ccc2ccc(cc2c1)S(=O)(=O)N[C@H]3CCN(Cc4coc(c4)C(=N)N)C3=O	4000
1167	CC1CN(C2CCN(Cc3ccccc3)CC2)C(=O)N(C1)c4ccc(cc4)C(=N)N	100000
132	NC(=N)NOCCCOc1cc(Cl)cc(c1)C(=O)N(CCc2cccnc2)CC3CC3	47
648	C[C@H](NC(=O)CNC(=O)Nc1ccc(cc1)C(=N)N)c2ccc3ccccc3c2	3180
4421	COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cc2)c1NC(=O)c3scc(CN4CCN(C)CC4)c3Cl	1300
2735	CCC1CCN(CC1)C(=O)[C@H](Cc2ccc(N)cc2)NS(=O)(=O)c3cnccc3N[C@H](CO)Cc4ccc(OC)cc4	40
1086	CC(C)(C)[C@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C2CCCCC2)C(=O)N3CC4CCCC4[C@H]3C(=O)NC(CC(F)F)C(=O)C(=O)NC5CC5	50000
203	Cc1cc(OCc2ccc(cc2)C(=N)N)cc(OS(=O)(=O)c3ccccc3Cl)c1	110
2402	COc1ccc(OC)c(c1)S(=O)(=O)N[C@H]2CCCCN(CC(=O)Cc3ccc(cc3)C(=N)N)C2=O	9
2661	CCC(NCc1ccc(cc1)C(=N)N)C(=O)[C@@H](CCCNC(=N)N)NS(=O)(=O)Cc2ccccc2	29
4530	CN1CCN(Cc2ccc3c(Cl)c(sc3c2)C(=O)Nc4ccc(Cl)cc4C(=O)Nc5ccc(Cl)cc5)CC1	5000
2538	N[C@H](C(c1ccccc1)c2ccccc2)C(=O)N3CCC[C@H]3C(=O)NCCCc4c[nH]cn4	17
4149	CCSCC1(CC(=NO1)c2cccc(c2)C(=N)N)C(=O)Nc3ncc(cn3)c4ccccc4S(=O)(=O)N.OC(=O)C(F)(F)F	10000
1464	CC(=O)N[C@H](Cc1ccccc1)C(=O)NCC(=O)NC(CCCN=C(N)N)B(O)O	0
1987	N[C@@H]1CC[C@@H](CNC(=O)[C@@H]2CCCN2C(=O)C3(O)c4ccccc4c5ccccc35)CC1	1.5
2097	Cc1nc(N)ccc1CNC(=O)CN2C(=O)C(=CC=C2C(F)(F)F)NS(=O)(=O)Cc3ccc(Cl)cc3	2.6
3982	CN(C)C(=O)c1cccc(Oc2nc(Oc3cccc(c3)C(=N)N)c(F)c(C)c2F)c1	5000
4402	C[n+]1ccc(CNC(=O)c2cc3cc(N)ccc3n2Cc4cccc(c4)C(=N)N)cc1.[O-]C(=O)C(F)(F)F	57000
2849	C[C@H](NCc1ccc(cc1)C(=N)N)C(=O)[C@@H](CCCNC(=N)N)NS(=O)(=O)Cc2ccccc2	74
2612	Nc1ccc(C[C@H](NS(=O)(=O)c2cnccc2N[C@H](CN3CCOCC3)Cc4ccccc4)C(=O)N5CCC(CCF)CC5)cc1	22
4492	Clc1ccc(NC(=O)c2cc(Cl)ccc2NC(=O)c3scc(Cn4ncnn4)c3Cl)cc1	5000
3956	CC(=O)Nc1ccc(Oc2cccc(c2)C(=N)N)nc1Oc3cccc(c3)C(=N)N	5000
708	Cc1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@H]3CCN(Cc4cccc(c4)C(=N)N)C3=O	4000
1843	CC(C)c1cc[n+]([O-])cc1c2cc(C)cc(c2)C(=O)NCc3cc(Cl)ccc3n4cnnn4	0.77
3889	CCOc1cc(OC(C)C)c(F)c(c1)C(Nc2ccc(cc2)C(=N)N)c3nc(c[nH]3)c4ccccc4C(=O)OC	4470
