ID	CANONICAL_SMILES	Ki_nM
2686	NC(=N)N1CCC(CC1)OCCC2CCCCN2C(=O)[C@H](CC(=O)O)NC3CCCC3	32
129	OC[C@H](Cc1ccccc1)Nc2ccncc2S(=O)(=O)N[C@H](C(=O)N3CCC(CCF)CC3)c4ccc5OCOc5c4	43
2795	CNC(=O)[C@H](CC1CCCN(C1)C(=N)N)NC(=O)CN2[C@H](Cc3ccccc3)C(=O)N(CCCc4ccccc4)CC2=O	55
2403	CN(CC(=O)N[C@@H](CCC\N=C/N)B(O)O)C(=O)CCc1ccccc1	9.1
692	NC(=N)c1cccc(CN2CC[C@H](NS(=O)(=O)c3ccc4ccc(O)cc4c3)C2=O)c1	4000
676	COc1ccccc1c2ccc(cc2)S(=O)(=O)N[C@H]3CCN(Cc4cccc(c4)C(=N)N)C3=O	4000
1433	CC(=N)N1CC[C@@H](C1)Oc2ccc(cc2)[C@H](Cc3ccc4ccc(cc4c3)C(=N)N)C(=O)O	2000000
4603	CC(C)c1ccc(CCNS(=O)(=O)c2cc(ccc2O)C(=N)N)cc1	10000
4557	COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c3scc(CN(C)c4ncc[nH]4)c3Cl	860
74	C[C@@H]1CCN([C@H](C1)C(=O)O)C(=O)[C@H](CCCNC(=N)N)NS(=O)(=O)c2cccc3CC(C)CNc23	20
2655	OCCOC[C@H](Cc1ccccc1)Nc2ccncc2S(=O)(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)N4CCC(CCCl)CC4	28
2514	FC(F)(CNc1nccc2oc(Cc3ccccc3n4cncn4)nc12)c5ccccn5	16
1801	NC(=N)NCCC[C@@H](NC(=O)CN1C=CC=C(NS(=O)(=O)Cc2ccccc2F)C1=O)C(=O)O	0.56
4482	Cc1ccc(NC(=O)c2cccnc2C)c(c1)C(=O)Nc3ccc(Cl)cc3	5000
290	NCCC(=O)Nc1cccc(c1)S(=O)(=O)N[C@@H](Cc2cccc(c2)C(=N)N)C(=O)N3CCCCC3	270
3482	CCCNC1=CN=C2N([C@@H](CC2(CCC)CCC)C(=O)NCc3ccc(cc3)C(=N)N)C1=O	1200
1432	Nc1ccncc1	2000000
3971	CCc1nc2c(N(C)C)c(OC3CCN(CC3)C(=N)C)ccc2n1Cc4ccc5ccc(cc5c4)C(=N)N	5000
898	NC(=N)c1cccc(c1)N2CC(CN(CC3CCN(Cc4ccccc4)CC3)C2=O)NS(=O)(=O)Cc5ccccc5	13400
771	NC(=N)c1ccc2scc(C(Cc3ccccc3)C(=O)Nc4ccc(cc4)n5cnc(c5)c6ccccc6)c2c1.OC(=O)C(F)(F)F	6300
3958	COc1ccc(cc1Oc2nc(Oc3cccc(c3)C(=O)N(C)C)c(F)c(C)c2F)C(=N)N	5000
3689	COC(=O)CC1(CC(=NO1)c2cccc(c2)C(=N)N)C(=O)Nc3ccc(cn3)c4ccccc4S(=O)(=O)N.OC(=O)C(F)(F)F	2900
18	Cc1cc(OCCCON=C(N)N)cc(OS(=O)(=O)c2ccccc2S(=O)(=O)c3ccccc3)c1	4.8
3553	NC(=N)c1ccc(Oc2cc(Oc3ccc(cc3)C(=N)N)cc(c2)C(=O)NC4CCN(CCO)CC4)cc1	1785
379	NC(=N)NCCC(=O)N1CCN(CC1)C(=O)[C@H](Cc2cccc(c2)C(=N)N)NS(=O)(=O)c3ccc4cc5ccccc5cc4c3	460
2273	CN[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)NC[C@@H]3CC[C@@H](N)CC3	5
4289	Nc1noc2ccc(cc12)n3nc(cc3C(=O)Nc4ccc(cc4F)N5CCOCC5)C(F)(F)F	20000
4199	COC(=O)Nc1ccc(cc1)c2ccnc(c2)[C@H](Cc3ccccc3)NC(=O)[C@@H]4CC[C@@H](CN)CC4	12610
2501	COc1ccc(CN2[C@H](C(C)C)[C@H]3C4CCCN4[C@H]([C@H]3C2=O)c5ccc(cc5)C(=N)N)cc1	15
1184	Nc1cc(ccc1Cl)C(=O)NC[C@H]2CN(C(=O)O2)c3ccc(cc3)N4CCC(CC4)C(=O)O	100000
2076	CC1=CN=C(NCCC2CCCCN2)C(=O)N1CC(=O)NCc3cc(Cl)ccc3C	2.3
1177	OC(=O)C1CCN(CC1)c2ccc(cc2)N3C[C@H](CNCc4ccc(cc4)C5=NOC(=O)N5)OC3=O	100000
455	CCOC(=O)CN(Cc1cccc(F)c1)c2ccc3OC(C)(COc4ccc(cc4)C(=N)N)CN(C)c3c2	800
4117	COC(=O)CC(CCc1ccc(N)cc1)c2cccc(c2)C(=N)N	7700
271	NC(=N)NOCCCOc1cc(Cl)cc(c1)C(=O)N(CCC(=O)O)CC2CC2	213
2834	CN(C)c1ccncc1c2cc(C)cc(c2)C(=O)NCc3cc(Cl)ccc3n4cnnn4	67
2620	CN(CCOc1cc(C)cc(OS(=O)(=O)c2ccccc2Cl)c1)c3ccncc3	24
108	Cc1cc(OCCCN=C(N)N)cc(OS(=O)(=O)c2ccccc2Cl)c1	33
2569	COc1ccc(C[C@@H](CO)Nc2ccncc2S(=O)(=O)N[C@@H](Cc3ccc(N)cc3)C(=O)N4CCC(CCF)CC4)cc1	19
4540	COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c3scc(CN(C)CC(O)CO)c3Cl	1200
1021	NC(=N)c1ccc(CCC(=O)N2CCN(CC2)C(=O)O[C@@H]3CCC[C@@H](CCC3)OC(=O)N4CCN(CC4)C(=O)CCc5ccc(cc5)C(=N)N)cc1	29000
1735	CN(C1CCCC1)C(=O)[C@H](Cc2ccc(cc2)C(=N)NN)NS(=O)(=O)c3ccc4ccccc4c3	0.4
1926	C[C@H]1N=C(N)NC[C@H]1CNC(=O)CN2C(=CC=C(NS(=O)(=O)Cc3ccccc3)C2=O)C	1.1
279	NC(=N)c1ccc2[nH]c(cc2c1)c3cc(cc(Br)c3O)[N+](=O)[O-]	240
2762	CCOC(=O)c1ccc([nH]1)C(=O)N2CCC[C@H]2C(=NCc3cc(Cl)ccc3CN)O	47
3031	CC(C)C[C@@H]1N(CC(=O)N[C@@H](CC2CCCN(C2)C(=N)N)C(=O)c3nccs3)C(=O)CN(CCCc4ccccc4)C1=O	165
1189	CCOC(=O)C(Oc1ccc2CCN(Cc2c1)C(=N)N)c3ccc(O[C@H]4CCN(CC=C)C4)cc3	100000
2601	CN[C@H](Cc1ccccc1)C(=O)N[C@@H](C(C)C)C(=O)NC(CCCN=C(N)N)C(=O)c2nc3ccccc3s2	21
3855	COC(=O)[C@H](Cc1cccc(c1)C(=N)N)[C@@H](C)NC(=O)c2ccc(cc2)c3ccc[n+](C)c3	4000
4295	NC(=N)c1ccc2c(c1)ncn2CC(=O)c3ccc(cc3)c4ccccc4	21000
3891	CSCc1nc(Cc2ccccc2)n(CC(=O)N[C@@H](CCCCN)B3O[C@@H]4C[C@@H]5C[C@@H](C5(C)C)[C@]4(C)O3)n1	4500
780	CCOc1cc(OC2CCOCC2)cc(c1)C(Nc3ccc(cc3)C(=N)N)C(=O)O	6600
3804	NC(=N)c1ccc(O)c(\C=C\CNC(=O)c2ccc(cc2)c3ccnc(c3)C(=O)N)c1	4000
1746	NCCCC[C@H](NC(=O)CN(CCc1ccccc1)C(=O)CCc2ccccc2)B(O)O	0.42
2799	N[C@H](Cc1ccccc1)C(=O)N2CCCCC2CCOC3CCN(CC3)C(=N)N	56
4185	COC(=O)CC1(CC(=NO1)c2cccc(c2)C(=N)N)C(=O)Nc3ncc(cn3)c4ccccc4S(=O)(=O)N.OC(=O)C(F)(F)F	12000
3431	NC(=N)c1ccc(OCCCOc2ccc(cc2Br)C(=N)N)c(Br)c1	946
83	Cl.Cl.N[C@H](C1CCCCC1)C(=O)N2CCC[C@H]2C(=O)NCc3ccc(cc3)C(=N)N	23
1632	CN[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCN=C(N)N)C(=O)c3nc4ccccc4s3	0.18
3207	Nc1noc2ccc(cc12)n3nc(cc3C(=O)Cc4ccc(cc4)c5ccccc5CN6CCCC6)C(F)(F)F	310
3567	CCOC(=O)C(CCc1cccc(c1)C(=N)N)Cn2cnc3ccc(cc23)C(=N)N	1900
3772	[O-][n+]1ccc2[nH]c(CN3CCN(CC3=O)S(=O)(=O)c4cc5ccc(Cl)cc5s4)cc2c1	3900
1534	CC(=O)N[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCN=C(N)N)B(O)O	0.041
1385	NC(=N)Nc1ccc(CNC(=O)N2CCN(CC2)C(=O)OC[C@@H]3CC[C@@H](COC(=O)N4CCN(CC4)C(=O)NCc5ccc(NC(=N)N)cc5)CC3)cc1	1000000
2603	Cc1nc(N)ccc1CNC(=O)C2C=CCN3N2C(=O)N(C(CSc4ccc(Cl)c(Cl)c4)C(=O)O)C3=O	22
417	COc1ccc2cc(ccc2c1)S(=O)(=O)NN(Cc3cccc(c3)C(=N)NO)C(=O)N4CCCCCC4	610
1609	COC(=O)C(=O)C(NC(=O)[C@@H]1CC[C@H]2CN(CC(=O)N12)S(=O)(=O)Cc3ccccc3)[C@@H]4CC[C@@H](N)CC4	0.13
1956	CC1=CN=C(NCCc2ccccn2)C(=O)N1CC(=O)NCc3cc(C)ccc3C#N	1.3
3293	NC(=N)N1CCCC(C[C@H](NC(=O)CN2CC(=O)N(CCCc3ccccc3)CC2=O)C(=O)c4nccs4)C1	495
1490	NCc1ccc(Cl)cc1CNC(=O)Cc2c(Cl)ccc(NCC(F)(F)c3ccccn3)[n+]2[O-]	0.01
1892	COC(=O)c1ccccc1CS(=O)(=O)N[C@H]2CCCCN(CC(=O)N[C@@H](CCCNC(=N)N)C(=O)O)C2=O	0.95
2055	ClC1=CN=C2N[C@@H](Cc3ccccc3)CNCCOCCOc4ccccc4CNC(=O)CN1C2=O	2.1
2370	NCc1ccc(Cl)cc1CN=C(O)[C@@H]2CCCN2C(=O)C3(O)CCc4cccnc34	7.7
872	CC1=CC=C(NS(=O)(=O)Cc2ccccc2)C(=O)N1CC(=O)NCC3CCc4nn(C)cc4C3	11800
2428	CC1=CC2=C(NCN(C3CCC3)S2(=O)=O)C(=O)N1CC(=O)NCc4ccc(N)nc4C	10
2629	NC(=N)c1ccc2c(ccn2CC(=O)N3CCC(Cc4cccc(F)c4)CC3)c1	24
3831	COC(=O)[C@H](Cc1cccc(c1)C(=N)N)[C@@H](C)NC(=O)c2ccc(cc2)c3cccc[n+]3C	4000
3683	NC(=N)c1ccc(Oc2cc(Oc3ccc(cc3)C(=N)N)cc(c2)C(=O)NCC4CCC(O)CC4)cc1	2852
385	CC1CCN(CC1)C(=O)N(Cc2cccc(c2)C(=N)NO)NS(=O)(=O)c3ccc4ccccc4c3	470
3078	Cc1cc(C(=O)Nc2ccc(cc2Br)c3ccccc3S(=O)(=O)N)n(n1)c4cccc(c4)C(=N)N	200
1767	COc1cc(Cc2c(sc3cc(O)ccc23)c4ccc(OCCN5CCCC5CO)cc4)ccc1CN6CCCC6	0.5
3347	Cc1cc(C(=O)Nc2ccc(cc2)c3ccccc3)n(n1)c4cccc(c4)C(=N)N	600
211	NC(=N)c1ccc2[nH]c(c(Cc3ccccc3)c2c1)c4cc(CCC(=O)O)cc(Br)c4O	120
819	CN1CCC(CC1)N2CCN(CC2)C(=O)Cc3csc(NC(=O)c4ccc(Cl)cc4)n3	8600
2991	CCOC(=O)[C@@H]1C[C@H](CN1)Oc2c(F)c(Oc3cccc(c3)C4=NCCN4C)nc(Oc5cc(ccc5O)C(=N)N)c2F	140
721	CCOc1ccc(CNc2ccc(cc2)C(=N)N)cc1OCC	4500
2091	[O-][n+]1c(NCC(F)(F)c2ccccn2)ccc(Cl)c1CC(=O)NCc3ncccc3n4cncn4	2.5
3024	N[C@@H](Cc1ccc(O)cc1)C(=O)N2C[C@@H]3CC[C@H](N3C(=O)C2)C(=O)NC(CCCN=C(N)N)C(=O)c4nccs4	160
2874	CN[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCNC(=N)N)C(=O)c3ccccn3	85
449	COc1ccc(COc2cccc(NC(=O)C3CCN(CC3)c4ccncc4)c2)cc1OC	755
2470	N[C@H](C(c1ccccc1)c2ccccc2)C(=O)N3CCC[C@H]3C(=O)NCC#Cc4c[nH]cn4	12
3508	COC(=O)CC1(CC(=NO1)c2cccc(c2)C(=N)N)C(=O)Nc3ccc(cc3)c4ccccc4C(F)(F)F.OC(=O)C(F)(F)F	1400
3634	CN[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCNC(=N)N)C(=O)c3cc4ccccc4s3	2400
733	Cl.CC(C)[C@@H](N)C(=O)N1CCC[C@H]1C(=O)NCc2cccc(Cl)c2	5000
2549	Nc1ccc(C#N)c(CC(=O)NCc2cc(Cl)ccc2n3cnnn3)[n+]1[O-]	18
2711	COc1ccc(C[C@H](NS(=O)(=O)c2cnccc2N[C@H](CO)Cc3ccccc3)C(=O)N4CCC(CCF)CC4)cc1	36
2781	CN(C)C(=O)COc1ccc2c3ccccc3n(Cc4ccc5ccc(cc5c4)C(=N)N)c2c1	50
4150	Cl.CN(C)c1cccc2c(cccc12)S(=O)(=O)NC(CCCNC3=NCCCN3)C(=O)N4CCCCC4	10000
887	N[C@H](C(c1ccccc1)c2ccccc2)C(=O)N3CCC[C@H]3C(=O)NCC4CCc5nc(N)ncc5C4	12900
3977	CC(=N)N1CCC(CC1)Oc2ccc(NC\C=C\c3cccc(c3)C(=N)N)cc2	5000
3915	Cc1c(F)c(Oc2ccccc2)nc(Oc3cccc(c3)C(=N)N)c1F	5000
3690	CCOc1cc(ccc1OC(C)C)C(Nc2ccc3c(N)nccc3c2)C(=O)NCc4ccccc4S(=O)(=O)C(C)C	2900
2082	NC(=N)NCCC[C@H](NC(=O)[C@@H]1CCN2CC[C@@](N)(Cc3ccccc3)CN12)C(=O)c4nccs4	2.4
1050	CC1=CC=C(NS(=O)(=O)Cc2ccccc2)C(=O)N1CC(=O)NCC3CCc4ncncc4C3	34000
3299	NC(=N)N1CCC[C@@H](C[C@H](NC(=O)CN2CC(=O)N(CCCc3ccccc3)CC2=O)C(=O)c4nccs4)C1	500
3063	NC(=N)NS(=O)(=O)c1cccc(c1)[N+](=O)[O-]	190
2754	CCN(CC)C[C@H](Cc1ccccc1)Nc2ccncc2S(=O)(=O)N[C@@H](Cc3ccc(N)cc3)C(=O)N4CCC(CCF)CC4	45
2689	CNC[C@H](CC1CCCCC1)Nc2ccncc2S(=O)(=O)N[C@@H](Cc3ccc(N)cc3)C(=O)N4CCC(CCF)CC4	33
4008	CN(C)C(=O)Cc1cccc(Oc2nc(Oc3cccc(c3)C(=N)N)c(F)c(C)c2F)c1	5000
4127	NCc1ccc(Cl)cc1CNC(=O)CNC(=O)C(CCc2cccc[n+]2[O-])NS(=O)(=O)CC(=O)O	8300
4387	NC(=N)c1cccc(Oc2cc(cc(Oc3cccc(c3)C(=N)N)n2)C(=O)O)c1	27000
2568	C[C@@H]1CCN([C@H](C1)C(=O)O)C(=O)[C@H](CCCNC(=N)N)NS(=O)(=O)c2cccc3CC(C)CNc23	19
4155	COC(=O)c1ccc2NC(=O)OC[C@H](C)c3ccc(cc3C)[C@@H](Nc4ccc5c(N)nccc5c4)C(=O)N(C)Cc1c2	10000
1778	CS(=O)(=O)N[C@H](C1CCCCC1)C(=O)N2CCC[C@H]2C(=O)NCc3ccc(cc3)C(=N)N	0.5
4257	OCc1cc(OCc2ccccc2)c(Cc3cc(OCc4ccccc4)c(Cc5cc(OCc6ccccc6)c(Cc7cc(O)ccc7OCC(=O)O)cc5OCC(=O)O)cc3OCC(=O)O)cc1OCC(=O)O	15000
1969	CCCC(CCC)C(=O)N[C@@H](CC(=O)OC)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)c2nc3ccccc3s2	1.4
2896	CC1=CC(=C(N)C(=O)N1CC(=O)NCc2ccc(N)nc2C)S(=O)(=O)c3ccc(C)cc3	94
2236	Cn1c(CNc2ccc(cc2)C(=N)N)nc3cc(ccc13)C(=O)N(CCC(=O)O)c4ccccn4	4.5
3950	CCOC(=O)c1ccc(Oc2cccc(c2)C(=N)N)nc1Oc3cccc(c3)C(=N)N	5000
3884	COc1ccc(cc1)n2nc(c3CCN(C(=O)c23)c4ccc(cc4)N5CCCCC5=O)C(F)(F)F	4400
283	CN1CC(C)(COc2ccc(cc2)C(=N)N)Oc3cc(ccc13)N(Cc4ccc(F)cc4)C(=O)C(=O)O	260
1473	[O-][n+]1c(NCC(F)(F)c2ccccn2)ccc(C#N)c1CC(=O)NCc3cc(Cl)ccc3n4cnnn4	0.002
1811	NC(=N)NCCC[C@H](NC(=O)[C@@H]1CC[C@H]2CN(CC(=O)N12)C(=O)CCc3ccccc3)C(=O)c4nccs4	0.6
1783	CC1=CC=C(NS(=O)(=O)Cc2ccccc2)C(=O)N1CC(=O)NCc3ccc(N)nc3C	0.5
4068	Nc1cc(ccc1Cl)C2=NOC(CNS(=O)(=O)Cc3ccccc3)(C2)C(=O)Nc4ccc(cn4)c5ccccc5S(=O)(=O)N	6200
3599	CCOCC1(CC(=NO1)c2cccc(c2)C(=N)N)C(=O)Nc3ccc(cc3)c4ccccc4S(=O)(=O)N	2100
2958	CN(CC(=O)N[C@@H](CCCCN)B(O)O)C(=O)c1ccccc1	123
101	Cc1cc(OCCCON=C(N)N)cc(c1)C(=O)N(CC2CC2)Cc3ccsc3	31
4133	CCOc1cc(ccc1OC(C)C)C(Nc2ccc3c(N)nccc3c2)C(=O)NCc4cccc(c4)S(=O)(=O)N	8700
3070	CN(C)C(=O)c1cccc(Oc2nc(Oc3cc(ccc3O)C(=N)N)c(F)c(OC4CCN(CC(=O)O)CC4)c2F)c1	192
732	CN1CC(C)(COc2ccc(cc2)C(=N)N)Oc3cc(NC(=O)c4ccccc4)ccc13	5000
498	Cl.NC(=N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CCC3CCCC3)cc1	1180
2061	CCCCS(=O)(=O)N[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCNc3cc(Cl)nc(N)n3)B4O[C@@H]5CC6CC(C6(C)C)[C@]5(C)O4	2.1
2276	Cn1nnnc1C(=O)[C@@H](NC(=O)[C@@H]2CC[C@H]3CN(CC(=O)N23)S(=O)(=O)Cc4ccccc4)[C@@H]5CC[C@@H](N)CC5	5
2551	NCc1ccc(Cl)cc1CN=C(O)[C@@H]2CCCN2C(=O)c3cc(c[nH]3)C(=O)c4cccnc4	18
10	Cl.Cl.N[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)NCc3ccc(cc3)C(=N)N	4
2649	Nc1ccc(C[C@H](NS(=O)(=O)c2cnccc2N[C@H](CO)Cc3ccccc3)C(=O)N4CCC(CCCl)CC4)cc1	27
80	CC1=CC=C(NS(=O)(=O)Cc2ccc(F)cc2)C(=O)N1CC(=O)NC3CCC4=C(C3)SC(=N)N4N	22
847	Nc1ccc(Cc2ccc(OCc3ccccc3)cc2)cc1	10000
3698	NC(=N)c1ccc(CNC(=O)[C@@H]2Cc3ccc(CNC(=O)Cc4cccc(CC(=O)NCc5ccc(C[C@@H](NS(=O)(=O)Cc6ccccc6)C(=O)N2)cc5)c4)cc3)cc1	3000
1500	NC(=N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@H](NS(=O)(=O)N)C(c3ccccc3)c4ccccc4)cn1	0.015
2198	[O-][n+]1ccccc1C(F)(F)CNC2=NC=C(Cl)N(CC(=O)NCc3ccccc3C(F)(F)F)C2=O	3.6
4472	CCNc1nccn1Cc2csc(C(=O)Nc3c(OC)cc(Cl)cc3C(=O)Nc4ccc(Cl)cn4)c2Cl	1100
1125	CC(NC(=O)CNC(=O)Nc1ccc(cc1)C(=N)N)c2ccc(NC(=O)C3CCNCC3)cc2	68500
4057	CN(C)Cc1nccn1c2ccc(cc2)N3CCc4c(C3=O)n(nc4C(F)(F)F)c5cccc(c5)C6=NNC(=O)N6	6000
3328	CC(=O)NCc1ccc(Cl)cc1CNC(=O)[C@@H]2CCCN2C(=O)C3(O)c4ccccc4c5ccccc35	550
1580	ClC1=CN=C2N[C@@H](Cc3ccccc3)CNCCCNCCc4ccccc4CNC(=O)CN1C2=O	0.09
3383	CCOc1cc(OC(C)C)c(F)c(c1)C(Nc2ccc(cc2)C(=N)N)c3nc(c[nH]3)c4ccc(C)cc4	760
1015	NCCC1CCN(CC1)C(=O)[C@H](Cc2cccc(c2)C(=N)N)NS(=O)(=O)c3cccc(NC(=O)CCN)c3	27000
698	NCCC(=O)Nc1cccc(c1)S(=O)(=O)N[C@@H](Cc2cccc(c2)C(=N)N)C(=O)N3CCC(CCCN=C(N)N)CC3	4000
571	N\C(=N/O)\c1ccc(CN(NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N4CCCCC4)cc1	1900
1283	CN1CCC(CCNC(=O)N2CCN(CC2)C(=O)O[C@@H]3CCC[C@@H](CCC3)OC(=O)N4CCN(CC4)C(=O)NCc5ccc(NC(=N)N)cc5)CC1	269000
4584	Cl.CN(C)Cc1nccn1c2ccc(NC(=O)c3cc(nn3c4ccc5onc(N)c5c4)C(F)(F)F)c(F)c2	540
1590	CN(C1CCCC1)C(=O)[C@H](Cc2ccc(cc2)C(=N)NN)NS(=O)(=O)c3ccc4CCCCc4c3	0.1
2513	Cl.Cl.NC(=N)NCCCNC(=O)[C@@H]1CCCCN1C(=O)[C@@H](CC2CCCCC2)NCC(=O)O	15
2840	CCCNS(=O)(=O)c1ccccc1c2ccc(NC(=O)C3(Cn4cnnn4)CC(=NO3)c5cccc(c5)C(=N)N)cc2.OC(=O)C(F)(F)F	70
3974	CN(C)C(=O)C(O)c1cccc(Oc2nc(Oc3cccc(c3)C(=N)N)c(F)c(C)c2F)c1	5000
174	CCOc1cc(ccc1OCc2ccccc2)C(Nc3ccc(cc3)C(=N)N)C(=O)O	85
4338	Cc1cc(C(=O)Nc2ccc(cc2)c3ccccc3S(=O)(=O)N)n(n1)c4ccccc4N	21000
2183	CC1(C)[C@@H]2C[C@H]3OB(O[C@@]3(C)[C@H]1C2)[C@H](CCCCN)NC(=O)Cn4nc(CC#N)nc4Cc5ccccc5	3.5
2315	CC1(C)CNc2c(C1)cccc2S(=O)(=O)N[C@@H](CCCN=C(N)N)C(=O)N3CCC(CCF)CC3	6
501	CC(C)c1cc(C(C)C)c(c(c1)C(C)C)S(=O)(=O)NC(Cc2cccc(c2)C(=N)N)C(=O)N3CCN(CC3)C(=O)CN=C(N)N	1200
1805	Cc1cc(C)cc(CCN(CC(=O)NC(CCCN=C(N)N)B(O)O)C(=O)CCc2ccccc2)c1	0.58
2987	CC1(C)C2C[C@H]3OB(O[C@@]3(C)C1C2)[C@H](CCCN=C(N)N)NC(=O)c4oc(cc4)c5ccccc5	137
2099	NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)C(=O)c3nccs3	2.6
2878	COC(=O)Cc1nc(Cc2ccccc2)n(CC(=O)N[C@@H](CCCCN)B3O[C@@H]4C[C@@H]5C[C@@H](C5(C)C)[C@]4(C)O3)n1	85
3803	NC(=N)c1ccc(O)c(\C=C\CNC(=O)c2cc3nnc(O)cc3s2)c1	4000
4367	Cc1cc(C(=O)Nc2ccc(cc2)c3ccccc3S(=O)(=O)N)n(n1)c4cccc(N)c4	21000
2962	Cl.C[C@]1(O)CC[C@@H]2CC[C@H](N2C1=O)C(=O)NCc3ccc(cc3)C(=N)N	125
3851	NC(=N)c1cccc(CN2CC[C@H](NS(=O)(=O)c3cc4ccc(Cl)nc4s3)C2=O)c1	4000
1629	ClC1=CN=C2N[C@@H](Cc3ccccc3)CNC(=O)OC\C=C\COc4ccc(Cl)cc4CNC(=O)CN1C2=O	0.17
3113	COC(=N)NS(=O)(=O)c1cccs1	213
3764	NC(=N)c1ccc(cc1)n2ccc3ccc(NCc4cccc(c4)C(=N)N)cc23	3780
2957	NC(=N)NS(=O)(=O)c1cccc(c1)C(=O)O	121
1578	ClC1=CN=C2N[C@@H](Cc3ccccc3)CNCCCNCCOc4ccc(Cl)cc4CNC(=O)CN1C2=O	0.09
3814	CCOC(=O)NCc1cccc(c1)c2ccc(cc2)C(=O)N[C@H](C)[C@@H](Cc3cccc(c3)C(=N)N)C(=O)OC	4000
1081	C[C@H](NS(=O)(=O)c1cnccc1N[C@H](CO)Cc2ccccc2)C(=O)N3CCC(CCF)CC3	49890
3296	NC(=N)c1ccc2[nH]cc(CC(=O)Nc3ccc(cc3Cl)c4ccccc4S(=O)(=O)N)c2c1	500
835	CCOC(=O)C(C(=O)Nc1ccc2N(C)C(=O)C(OCc3ccc(cc3)C(=N)N)Oc2c1)c4ccccc4	9890
1725	CN(C1CCCC1)C(=O)[C@H](Cc2ccc(cc2)C(N)NN)NS(=O)(=O)c3ccc4ccccc4c3	0.38
3726	CCOC(=O)N1CCN(CC1)C(=O)[C@H](Cc2ccc(cc2)C(N)NN)NS(=O)(=O)c3ccc4ccccc4c3	3300
2575	Nc1ccc(C[C@H](NS(=O)(=O)c2cnccc2N[C@H](CN3CCC(O)CC3)Cc4ccccc4)C(=O)N5CCC(CCF)CC5)cc1	19
3163	COC(=N)NS(=O)(=O)c1ccc(Br)cc1	265
2875	CN[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCNC(=N)N)C(=O)c3ccccn3	85
2134	[O-][n+]1ccccc1C(F)(F)CNC2=NC=C(Cl)N(CC(=O)NCc3ccccc3OC(F)F)C2=O	3
301	CCOC(=O)C(=O)N(Cc1cc(F)cc(F)c1)c2ccc3OC(C)(COc4ccc(cc4)C(=N)N)CN(C)c3c2	290
2983	COC(=N)NS(=O)(=O)c1ccc(cc1)C(=O)O	133
3288	CC(C)CCN(Cc1ccc2ccc(cc2c1)C(=N)N)C(=O)c3ccc4ccccc4c3	486
219	Cl.NC(=N)N1CCC[C@H](CNC(=O)[C@@H](Cc2c[nH]c3ccccc23)NS(=O)(=O)c4ccc5ccccc5c4)C1	130
4118	CCOc1cc(ccc1OC(C)C)C(Nc2ccc3c(N)nccc3c2)C(=O)NCc4ccccc4	7800
1845	Cl.NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)CCc2cccc(c2)C(F)(F)F)B(O)O	0.78
2814	CN(C1CCCC1)C(=O)[C@H](Cc2ccc(CN)cc2)NS(=O)(=O)c3ccc(cc3)c4ccccc4	60.5
2806	NCc1ccc(Cl)cc1CN=C(O)[C@@H]2CCCN2C(=O)C3CNc4ccccc34	59
3775	OCCn1c(CN2CCN(CC2=O)S(=O)(=O)c3cc4ccc(Cl)cc4s3)cc5cnccc15	3900
4448	Clc1ccc(NC(=O)c2cc(Cl)ccc2NC(=O)c3scc(Cn4ccnn4)c3Cl)cc1	2700
191	CN(CC(=O)O)C(=O)[C@H](CC(=O)NC[C@@H]1CCCN(C1)C(=N)N)NS(=O)(=O)c2ccc3ccccc3c2	100
4585	NC(=N)NCCC[C@H]1NC(=O)[C@H]2CCCN2C(=O)[C@@H](CNC(=O)\C=C/[C@@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc4ccccc4)NC(=O)C1=O)NC=O	4.1
1135	CCOc1cccc(c1O)c2nc3cc(C(=N)N)c(Cl)cc3[nH]2	75000
2341	CC1(C)C2C[C@H]3OB(O[C@@]3(C)C1C2)[C@H](CCCN=C(N)N)NC(=O)Cc4ccc(cc4)c5ccccc5	6.9
